"County","PriceAverage","Ns"
"Fremont, Wyoming",387.5,4
"Fresno, California",199.390702686178,81
"Fulton, Arkansas",237.5,2
"Fulton, Georgia",294.976237264685,400
"Fulton, Illinois",116.140794109097,1
"Fulton, Indiana",257.384466523283,5
"Fulton, New York",268.112053791036,3
"Fulton, Ohio",364.524174061152,3
"Furnas, Nebraska",128.011602898352,2
"Gallatin, Montana",283.271250302446,4
"Gallia, Ohio",400.33014824997,3
"Galveston, Texas",241.216707990055,25
"Garfield, Colorado",216.189371896422,6
"Garfield, Oklahoma",340.334143810571,6
"Garrard, Kentucky",226.505914273487,5
"Garvin, Oklahoma",509.051784105679,1
"Gasconade, Missouri",255.234979780439,3
"Gaston, North Carolina",187.052361896764,6
"Gates, North Carolina",325,1
"Geary, Kansas",195.49193964552,3
"Geauga, Ohio",402.569608523792,3
"Genesee, Michigan",231.930097195428,59
"Genesee, New York",270,3
"Geneva, Alabama",284.674928116041,2
"Genevieve, Missouri",406.507229184808,1
"George, Mississippi",169.767186075108,1
"George's, Maryland",298.765353311881,93
"Georgetown, South Carolina",179.425166935362,3
"George, Virginia",412.5,2
"Georgia, Georgia",216.974213262232,1
"Gibson, Indiana",467.158595680407,2
"Gibson, Tennessee",112,1
"Gila, Arizona",133.392698000668,6
"Giles, Tennessee",85.2891720736198,1
"Gillespie, Texas",349.149455002836,1
"Gilmer, Georgia",300,1
"Gilmer, West Virginia",148.294219474115,1
"Gilpin, Colorado",100,1
"Girardeau, Missouri",331.293195855578,8
"Glacier, Montana",200,1
"Gladwin, Michigan",250,1
"Glenn, California",159.454354261895,2
"Gloucester, New Jersey",265.345112329562,34
"Gloucester, Virginia",201.010909713611,3
"Glynn, Georgia",322.452413152432,16
"Gogebic, Michigan",305.415522593991,3
"Gonzales, Texas",320,1
"Goodhue, Minnesota",285.554472717737,6
"Gooding, Idaho",250,1
"Gordo, Iowa",328.106213789146,5
"Gordon, Georgia",172.74294870598,3
"Goshen, Wyoming",94.8788815046341,1
"Grady, Georgia",643.781208409408,1
"Grafton, New Hampshire",318.429635341002,16
"Graham, Arizona",100,1
"Grande, Colorado",325.710671661016,1
"Grand Forks, North Dakota",352.764625429404,9
"Grand Isle, Vermont",200,1
"Grand, Michigan",283.531393516356,21
"Grand, North Dakota",352.764625429404,9
"Grand Traverse, Michigan",283.531393516356,21
"Grand, Utah",149.013499917093,1
"Grand, Vermont",200,1
"Granite, Montana",250,1
"Grant, Arkansas",158.91006173006,1
"Grant, Indiana",207.892064855935,7
"Grant, Kentucky",320.632392841858,2
"Grant, Louisiana",100,1
"Grant, New Mexico",249.656900561346,4
"Grant, Oregon",200,2
"Grant, Washington",228.928982004453,14
"Grant, West Virginia",148.294219474115,1
"Grant, Wisconsin",292.801261266715,5
"Granville, North Carolina",275.452838885354,1
"Gratiot, Michigan",220.832660349406,2
"Graves, Kentucky",213.182162294109,4
"Grays Harbor, Washington",280.436330948856,14
"Grayson, Kentucky",195.843190455811,2
"Grayson, Texas",190.880721590097,12
"Grayson, Virginia",375,1
"Grays, Washington",280.436330948856,14
"Greenbrier, West Virginia",424.941329211172,4
"Greene, Alabama",488.699712464165,1
"Greene, Arkansas",274.874909093963,3
"Greene, Georgia",233.487106631116,2
"Greene, Indiana",330.027778737357,1
"Greene, Missouri",298.904758104983,38
"Greene, New York",227.00360607289,9
"Greene, North Carolina",283.920387629615,1
"Greene, Ohio",235.754861579481,11
"Greene, Pennsylvania",460.07450072342,1
"Greene, Tennessee",300,1
"Green Lake, Wisconsin",356.927927948902,1
"Greenlee, Arizona",200,1
"Greenup, Kentucky",260.843190455811,2
"Greenville, South Carolina",310.719660853261,61
"Green, Wisconsin",356.927927948902,1
"Greenwood, South Carolina",200.16364408251,10
"Gregg, Texas",289.595024359738,22
"Grundy, Illinois",236.871640517176,9
"Grundy, Tennessee",395.867516220859,4
"Guadalupe, Texas",286.957616086814,34
"Guernsey, Ohio",152.98448575356,2
"Guilford, North Carolina",282.455189506401,73
"Gunnison, Colorado",221.25,4
"Gwinnett, Georgia",273.985182285512,103
"Hale, Alabama",231.449952077361,2
"Hale, Texas",256.92284446621,4
"Halifax, North Carolina",218.863209721339,2
"Halifax, Virginia",223.031321566386,1
"Hall, Georgia",283.975836161625,38
"Hall, Nebraska",286.85957239114,4
"Hamblen, Tennessee",343.42972402454,5
"Hamilton, Indiana",287.209302785214,22
"Hamilton, Nebraska",537.648732173077,1
"Hamilton, New York",500,1
"Hamilton, Ohio",272.240799528387,192
"Hamilton, Tennessee",264.671792992437,48
"Hampden, Massachusetts",274.044935382287,82
"Hampshire, Massachusetts",310.203839416251,41
"Hampshire, West Virginia",294,3
"Hancock, Illinois",385,2
"Hancock, Indiana",230.073789352061,2
"Hancock, Iowa",144.413836182164,2
"Hancock, Kentucky",96.5059142734866,1
"Hancock, Maine",272,5
"Hancock, Ohio",249.207685371338,10
"Hancock, West Virginia",211.30595363188,4
"Hanover, North Carolina",357.935561732921,38
"Hanover, Virginia",376.666666666667,3
"Haralson, Georgia",144.649475508155,1
"Harbor, Washington",280.436330948856,14
"Hardeman, Tennessee",533.057325460124,1
"Hardin, Kentucky",242.226179923689,13
"Hardin, Ohio",143.656323835707,2
"Hardin, Tennessee",142.1486201227,1
"Hardin, Texas",137.767517904967,3
"Harford, Maryland",293.348365268627,13
"Harlan, Kentucky",208.361237119625,5
"Harnett, North Carolina",193.78773657378,6
"Harper, Kansas",224.317212624374,2
"Harper, Oklahoma",145.443366887337,1
"Harrison, Indiana",300,1
"Harrison, Iowa",350,1
"Harrison, Kentucky",225.180466638135,1
"Harrison, Mississippi",354.510255770184,16
"Harrison, Ohio",244.111373638068,1
"Harrison, Texas",290.078661839401,21
"Harrison, West Virginia",325.367774342643,4
"Harris, Texas",275.453234260113,488
"Hartford, Connecticut",309.857440401939,7
"Hart, Georgia",723.338419938893,2
"Hartley, Texas",136.87170963761,3
"Harvey, Kansas",128.233846987315,2
"Haven, Connecticut",350,1
"Hawaii, Hawaii",204.54087415507,29
"Hawkins, Tennessee",287.5,4
"Hawk, Iowa",313.442138426031,18
"Hays, Texas",287.910700880996,314
"Haywood, North Carolina",233.726419442677,5
"Henderson, Illinois",244.684476465458,2
"Henderson, Kentucky",227.928139545484,8
"Henderson, North Carolina",283.340098470543,8
"Henderson, Tennessee",286.390941546013,3
"Henderson, Texas",147.046173388243,7
"Hendricks, Indiana",260.333333333333,6
"Hennepin, Minnesota",286.731851376485,231
"Henrico, Virginia",274.948770038588,4
"Henry, Alabama",243.973791806318,41
"Henry, Georgia",173.515310053509,17
"Henry, Illinois",255.509747040014,2
"Henry, Indiana",178.468613812112,4
"Henry, Iowa",175.190389629451,4
"Henry, Missouri",135.502409728269,1
"Henry, Ohio",400,1
"Henry, Tennessee",321.07431006135,2
"Henry, Virginia",351.010909713611,2
"Herkimer, New York",200.29607700364,4
"Hernando, Florida",182.178915264021,10
"Hertford, North Carolina",357.089316292998,3
"Hickman, Tennessee",600,1
"Hidalgo, Texas",304.006923248079,19
"Highland, Ohio",305.139217047585,2
"Highlands, Florida",313.745190735836,10
"Hill, Georgia",400,1
"Hill, Montana",363.779048540788,3
"Hillsborough, Florida",253.422963878384,211
"Hillsborough, New Hampshire",264.502313592662,61
"Hillsdale, Michigan",169.166185963862,7
"Hill, Texas",259.200334509511,4
"Hinds, Mississippi",290.159368066102,44
"Hocking, Ohio",328.21201065474,2
"Hockley, Texas",74.8177403577506,1
"Holmes, Mississippi",105,2
"Holmes, Ohio",140.099044474991,2
"Holt, Nebraska",76.806961739011,1
"Homme, South Dakota",424.488946438847,1
"Honolulu, Hawaii",280.959661322148,89
"Hood, Oregon",185.536716226604,3
"Hood River, Oregon",185.536716226604,3
"Hood, Texas",492.914643306357,2
"Hopkins, Kentucky",218.638459037022,5
"Horry, South Carolina",302.469299065588,42
"Houghton, Michigan",350,2
"Houston, Alabama",226.024258556629,12
"Houston, Georgia",206.668440924448,14
"Houston, Minnesota",480,1
"Houston, Tennessee",142.1486201227,1
"Howard, Indiana",267.517683893387,12
"Howard, Iowa",100,1
"Howard, Maryland",318.364811069049,40
"Howard, Texas",112.348116964792,2
"Howell, Missouri",194.689984656255,2
"Hudson, New Jersey",315.807153983561,62
"Humboldt, California",177.905783603066,429
"Humphreys, Mississippi",630.030956992126,3
"Hunterdon, New Jersey",291.999636259495,20
"Huntingdon, Pennsylvania",190.602293156846,2
"Hunt, Texas",118.613305268313,2
"Huron, Michigan",170.910770700479,1
"Huron, Ohio",211.541765114275,5
"Hutchinson, Texas",436.436818753545,1
"Iberia, Louisiana",220.006683135475,6
"Iberville, Louisiana",132.780746701892,1
"Imperial, California",263.500556528432,12
"Independence, Arkansas",278.830292721159,8
"Independent city, Missouri",297.606299345634,153
"Independent city, Virginia",277.214453994477,29
"Independent, Missouri",297.606299345634,153
"(independent, Virginia",229.673460110324,28
"(Independent, Virginia",304.676733728543,85
"Independent, Virginia",277.214453994477,29
"Indiana, Pennsylvania",256.4,5
"Ingham, Michigan",247.218457660166,85
"Inyo, California",236.718473650408,17
"Ionia, Michigan",212.5,2
"Iosco, Michigan",220.832660349406,2
"Iowa, Wisconsin",246.38558558978,2
"Iredell, North Carolina",263.133822096609,15
"Iron, Utah",221.703011827777,6
"Iroquois, Illinois",297.790693334019,2
"Irwin, Georgia",400,1
"Isabella, Michigan",244.469432392552,14
"Isanti, Minnesota",300,1
"Island, Illinois",284.686701830413,24
"Island, Washington",205.466324382904,9
"Isle of Wight, Virginia",206.835151618935,3
"Isle, Vermont",200,1
"Isle, Virginia",206.835151618935,3
"Itasca, Minnesota",322.574357715895,1
"Jacinto, Texas",85,1
"Jackson, Alabama",212.821639510504,3
"JacksonClay, Missouri",197.199111069914,20
"JacksonClayPlatteCass, Missouri",265.587676122159,108
"Jackson, Georgia",323.247246495608,3
"Jackson, Illinois",342.62501793237,10
"Jackson, Indiana",251.510648515987,4
"Jackson, Michigan",235.030538319497,20
"Jackson, Minnesota",400,1
"Jackson, Mississippi",181.919415799661,7
"Jackson, Missouri",251.995078159922,153
"Jackson, North Carolina",340,3
"Jackson, Ohio",274.625295342826,1
"Jackson, Oklahoma",226.70938751457,1
"Jackson, Oregon",154.895945196923,56
"Jackson, Texas",112.348116964792,2
"Jackson, West Virginia",370.538352395232,2
"James, Louisiana",300,1
"Jasper, Indiana",171.291485082816,2
"Jasper, Iowa",190.626263760457,3
"Jasper, Missouri",218.972667860253,7
"Jasper, South Carolina",100,1
"Jasper, Texas",500,1
"Jay, Indiana",275.023148947797,1
"Jefferson, Alabama",310.915532593051,91
"Jefferson, Arkansas",281.054583913047,13
"Jefferson, Colorado",222.272014398693,54
"Jefferson Davis, Louisiana",157.348202009612,3
"Jefferson, Idaho",127.138874704541,2
"Jefferson, Illinois",233.070397054549,2
"Jefferson, Indiana",283.05041700985,3
"Jefferson, Iowa",319.148301709299,4
"Jefferson, Louisiana",287.751628177883,31
"Jefferson, Mississippi",200,1
"Jefferson, Missouri",278.535201608288,22
"Jefferson, Montana",320,1
"Jefferson, New York",266.63262971346,16
"Jefferson, Ohio",303.918749237026,8
"Jefferson, Oregon",240,1
"Jefferson, Tennessee",255.86751622086,1
"Jefferson, Texas",297.798202632787,22
"Jefferson, Washington",245.035827890505,6
"Jefferson, West Virginia",403.963710663924,5
"Jefferson, Wisconsin",267.979671985588,13
"Jennings, Indiana",186.863438272163,1
"Jerome, Idaho",355.988849172716,1
"Jersey, Illinois",379.551645664836,3
"Jessamine, Kentucky",168.885349978602,2
"Jewell, Kansas",300,1
"Jim, Texas",311.174058482396,4
"Jim Wells, Texas",311.174058482396,4
"Joaquin, California",203.50984798832,405
"Jo Daviess, Illinois",174.211191163646,1
"John, Louisiana",267.417112005284,4
"Johns, Florida",305.420766477259,14
"Johnson, Indiana",226.323789352061,8
"Johnson, Iowa",236.83869133875,2
"Johnson, Kansas",272.27154038945,58
"Johnson, Kentucky",279.811570813718,4
"Johnson, Missouri",339.866054349197,6
"Johnson, Texas",300.234584752717,12
"Johnston, North Carolina",351.968559256903,3
"Johnston, Oklahoma",216.476539378873,2
"Jo, Illinois",174.211191163646,1
"Jones, Iowa",365.531068945732,3
"Jones, Mississippi",335.610941514664,3
"Jones, South Dakota",679.846428980295,1
"Jones, Texas",244.074727203101,20
"Joseph, Indiana",255.261609986004,20
"Josephine, Oregon",169.009097345446,7
"Joseph, Michigan",215.728914297694,12
"Juan, New Mexico",302.239456056235,7
"Juan, Utah",200,1
"Juan, Washington",217.873318819123,1
"Juniata, Pennsylvania",361.957976707205,3
"Kalamazoo, Michigan",238.544513146101,52
"Kalkaska, Michigan",290,2
"Kanawha, West Virginia",272.532616703086,34
"Kandiyohi, Minnesota",403.868033600751,3
"Kane, Illinois",295.557715141481,31
"Kankakee, Illinois",293.35135366728,10
"Kauai, Hawaii",308.675557274791,10
"Kaufman, Texas",268.063570300715,383
"Kay, Oklahoma",234.65696023979,2
"Kendall, Illinois",304.805805772363,35
"Kendall, Texas",349.513974287335,2
"Kennebec, Maine",238.597985247146,17
"Kenosha, Wisconsin",257.543188416036,18
"Kent, Delaware",317.767068964637,22
"Kent, Maryland",216.692589085694,2
"Kent, Michigan",247.97908602914,93
"Kenton, Kentucky",261.573761365791,14
"Kent, Rhode Island",267.020223586316,15
"Kern, California",238.731353524399,280
"Kerr, Texas",87.5511549576308,5
"Kershaw, South Carolina",504.453646673006,2
"Kewaunee, Wisconsin",428.313513538683,1
"Kingfisher, Oklahoma",300,1
"King George, Virginia",412.5,2
"Kings, California",212.537010661082,35
"Kings, New York",324.619503516863,802
"King, Virginia",412.5,2
"King, Washington",231.548515705491,547
"Kitsap, Washington",205.806999469804,34
"Kittitas, Washington",225.63349238004,8
"Klamath, Oregon",138.630360983144,6
"Kleberg, Texas",289.305766868138,24
"Klickitat, Washington",199.787906688147,4
"Knott, Kentucky",330.921214031126,2
"Knox, Illinois",246.377436760003,8
"Knox, Indiana",100,1
"Knox, Kentucky",365.285865445112,4
"Knox, Maine",242.930519798092,5
"Knox, Ohio",265.536877460526,7
"Knox, Tennessee",311.28953417344,91
"Kootenai, Idaho",218.605250824301,15
"Kosciusko, Indiana",192.337005658762,3
"Kossuth, Iowa",462.124275782926,1
"La, Arizona",245.428716563902,2
"Labette, Kansas",350,2
"Lackawanna, Pennsylvania",351.469715224304,22
"Laclede, Missouri",465,2
"La, Colorado",231.473956292817,28
"La Crosse, Wisconsin",324.406009347718,18
"Lacs, Minnesota",286.376295569184,3
"Lac, Wisconsin",256.078584953706,4
"Lafayette, Louisiana",299.171120052838,3
"Lafayette, Mississippi",356.009592835804,10
"Lafayette, Missouri",135.502409728269,1
"Lafayette, Wisconsin",120,1
"Lafourche, Louisiana",237.266236570301,7
"La, Indiana",315.719531893469,3
"Lake, California",210.920281309104,35
"Lake, Colorado",150,2
"Lake, Florida",300,1
"Lake, Illinois",307.690261515809,73
"Lake, Indiana",284.824084810818,53
"Lake, Michigan",302.081650873516,1
"Lake, Minnesota",249.514871543179,2
"Lake, Montana",200,2
"Lake of the Woods, Minnesota",129.029743086358,1
"Lake, Ohio",213.408848016267,16
"Lake, Utah",252.971568578114,165
"Lake, Wisconsin",356.927927948902,1
"Lamar, Alabama",203.624880193402,1
"Lamar, Georgia",144.649475508155,1
"Lamar, Mississippi",286.33924854684,20
"Lamar, Texas",99.7569871436675,2
"Lamoille, Vermont",295,2
"LaMoure, North Dakota",225.417829625376,1
"Lampasas, Texas",474.005674922005,3
"Lancaster, Nebraska",265.863187325256,63
"Lancaster, Pennsylvania",306.324439406542,45
"Lancaster, South Carolina",224.518713535053,9
"Lancaster, Virginia",187.610182399371,1
"Landry, Louisiana",192.552002311286,3
"Lane, Oregon",190.732190952081,143
"Langlade, Wisconsin",290.361561572748,3
"La Paz, Arizona",245.428716563902,2
"Lapeer, Michigan",234.629121152885,9
"La Plata, Colorado",231.473956292817,28
"La Porte, Indiana",315.719531893469,3
"LaPorte, Indiana",310.645742541408,2
"Laramie, Wyoming",281.981492841269,10
"Larimer, Colorado",223.739109678491,56
"Larimer Weld, Colorado",337.855335830508,2
"Larue, Kentucky",150,1
"LaRue, Kentucky",250,1
"LaSalle, Illinois",343.68479226819,8
"La Salle, Texas",385,1
"Lassen, California",109.454354261895,2
"Latah, Idaho",268.640733175755,12
"La, Texas",385,1
"Lauderdale, Alabama",318.91420356119,7
"Lauderdale, Mississippi",268.308919715344,5
"Lauderdale, Tennessee",333.57431006135,4
"Laurel, Kentucky",229.741756455016,7
"Laurens, Georgia",155.719580406524,3
"Laurens, South Carolina",172.566889247149,6
"Lavaca, Texas",410,1
"La, Wisconsin",324.406009347718,18
"Lawrence, Illinois",464.563176436389,1
"Lawrence, Indiana",380,2
"Lawrence, Kentucky",273.011828546973,5
"Lawrence, Missouri",253.877559584242,1
"Lawrence, New York",228.901227898395,9
"Lawrence, Ohio",279.458572420383,7
"Lawrence, Pennsylvania",252.864177199495,10
"Lawrence, South Dakota",222.788903276378,3
"Lea, New Mexico",265,2
"Leavenworth, Kansas",202,5
"Lebanon, Pennsylvania",339.837393012162,4
"Lee, Florida",276.102248452901,74
"Lee, Iowa",177.983471538369,2
"Leelanau, Michigan",280.207963192173,20
"Lee, Mississippi",169.767186075108,1
"Lee, North Carolina",226.408711881718,4
"Le Flore, Oklahoma",222.721683443668,2
"Lehigh, Pennsylvania",313.749902386893,76
"Le, Minnesota",359.099922147381,11
"Lenawee, Michigan",202.071604051111,11
"Lenoir, North Carolina",341.3524798181,3
"Le, Oklahoma",222.721683443668,2
"Leon, Florida",272.143112417527,81
"Leon, Texas",84.2610877235941,2
"Le Sueur, Minnesota",359.099922147381,11
"Lewis, Montana",243.487821661887,8
"Lewis, New York",170.066845114188,1
"Lewis, Washington",130.723991291474,1
"Lewis, West Virginia",593.176877896459,1
"Lexington, South Carolina",319.937686040855,81
"Liberty, Georgia",360.724213262232,4
"Liberty, Texas",124.696233929584,1
"Licking, Ohio",223.449126646946,22
"Limestone, Alabama",246.445884183429,9
"Limestone, Texas",274.371711142482,3
"Lincoln, Kentucky",160.843190455811,1
"Lincoln, Louisiana",310.597511782545,5
"Lincoln, Maine",290.998241540474,3
"Lincoln, Mississippi",155.17433547441,2
"Lincoln, Missouri",184.922575090312,3
"Lincoln, Montana",400,2
"Lincoln, Nebraska",281.666666666667,3
"Lincoln, New Mexico",223.60192918323,4
"Lincoln, North Carolina",192.575473147559,3
"Lincoln, Oklahoma",179.998491024133,3
"Lincoln, Oregon",197.015920354531,5
"Lincoln, South Dakota",273.813556503765,16
"Lincoln, Tennessee",142.1486201227,1
"Lincoln, Washington",175,2
"Linn, Iowa",273.126864619558,36
"Linn, Oregon",200.116068150041,25
"Litchfield, Connecticut",340,1
"Livingston, Illinois",113.23727425637,2
"Livingston, Louisiana",227.595634583837,6
"Livingston, Michigan",283.451383815405,11
"Livingston, New York",311.524986259397,3
"Llano, Texas",623.481169647922,1
"Logan, Illinois",300,1
"Logan, Kentucky",212.590233319068,2
"Logan, Ohio",207.585128591023,3
"Logan, West Virginia",148.294219474115,1
"London, Connecticut",307.793343228693,9
"Long, Georgia",202.509265711417,1
"Lonoke, Arkansas",302.448558444994,7
"Lorain, Ohio",316.80752303338,26
"Los Alamos, New Mexico",282.015026497637,5
"Los Angeles, California",262.361647142932,2916
"Los, California",262.361647142932,2916
"Los, New Mexico",282.015026497637,5
"Loudon, Tennessee",298.941141435152,2
"Loudoun, Virginia",291.199720702838,13
"Louisa, Virginia",323.345455237346,3
"Louis, Minnesota",276.052553058396,54
"Louis, Missouri",315.001403750793,38
"Love, Oklahoma",300,1
"Lowndes, Georgia",324.846991967377,17
"Lubbock, Texas",270.163528274654,36
"Lucas, Ohio",250.33566133302,62
"Lucie, Florida",261.730728098742,34
"Luis, California",237.303030228607,254
"Lumpkin, Georgia",165,2
"Luna, New Mexico",354.548795122476,3
"Luzerne, Pennsylvania",332.695915086207,27
"Lycoming, Pennsylvania",302.448841280492,8
"Lynchburg, Virginia",193.394633132449,10
"Lyon, Kansas",244.705055421323,4
"Lyon, Minnesota",322.555897094314,7
"Lyon, Nevada",371.530837519359,1
"Macomb, Michigan",260.683906498942,104
"Macon, Alabama",350,1
"Macon, Illinois",197.459963817459,10
"Macon, Missouri",304.65307150109,1
"Macon, North Carolina",392.52029541163,2
"Macoupin, Illinois",220.014584695281,5
"Madera, California",183.514802595742,56
"Madison, Alabama",270,2
"Madison, Arkansas",262.5,2
"Madison, Georgia",80,1
"Madison, Idaho",335.646629219989,1
"Madison, Illinois",257.856106814162,31
"Madison, Indiana",207.822885295891,15
"Madison, Iowa",273.439202635935,6
"Madison, Kentucky",254.595302696342,7
"Madison, Mississippi",279.007506581641,48
"Madison, Missouri",101.626807296202,1
"Madison, Montana",262.5,2
"Madison, Nebraska",305.935653913004,3
"Madison, New York",249.463308609064,9
"Madison, Ohio",152.569608523792,1
"Madison, Tennessee",188.349752429448,6
"Madrid, Missouri",375,1
"Magoffin, Kentucky",321.686380911622,1
"Mahoning, Ohio",266.704075785959,46
"Malheur, Oregon",234.291924039671,5
"Manatee, Florida",237.902573927799,38
"Manistee, Michigan",181.248990524109,1
"Manitowoc, Wisconsin",384.216936943649,5
"Marathon, Wisconsin",236.971532111271,10
"Marengo, Alabama",199.552382589534,2
"Maricopa, Arizona",261.180584444596,515
"Marin, California",189.782164312268,181
"Marinette, Wisconsin",118.975975982967,1
"Marion, Alabama",267.121607562078,3
"Marion, Florida",213.753509978069,25
"Marion, Illinois",227.108199991694,7
"Marion, Indiana",273.448513172373,181
"Marion, Iowa",300,1
"Marion, Ohio",265.459410337909,3
"Marion, Oregon",191.514717931439,79
"Marion, South Carolina",263.946139381497,3
"Marion, Tennessee",284.297240245399,1
"Marion, West Virginia",280.810206226081,7
"Mariposa, California",100,13
"Marquette, Michigan",360.045361596398,9
"Marshall, Alabama",267.250962994132,8
"Marshall, Indiana",146.051293098888,5
"Marshall, Iowa",303.333333333333,3
"Marshall, Kentucky",433.754928561239,3
"Marshall, Minnesota",268.811964763246,1
"Marshall, Oklahoma",181.804208609171,1
"Marshall, Tennessee",196.240140605658,1
"Marshall, West Virginia",430.925359397636,4
"Martin, Florida",256.516929673569,4
"Martin, Indiana",171.291485082816,1
"Martin, Louisiana",227.346964421207,8
"Martin, North Carolina",154.942221873012,2
"Martin, Texas",359.840372098929,10
"Mary, Louisiana",188.725762044599,5
"Mary's, Maryland",271.322463664771,10
"Mason, Michigan",175,2
"Mason, Washington",205.149327527649,5
"Massachusetts, Massachusetts",300,1
"Massac, Illinois",139.368952930917,2
"Matagorda, Texas",312.408870178875,2
"Mateo, California",221.123040743187,237
"Mathews, Virginia",107.205818513926,1
"Maui, Hawaii",266.274260952375,26
"Maury, Tennessee",237.653025768374,9
"Maverick, Texas",250,1
"Mayes, Oklahoma",252.707849966748,4
"May, New Jersey",276.206989953942,17
"Mayor:, Florida",225,1
"McClain, Oklahoma",225.437218675372,2
"McCone, Montana",63.1002859216772,1
"McCook, South Dakota",80,1
"McCracken, Kentucky",323.808007133686,7
"McCreary, Kentucky",360,1
"McCulloch, Texas",135.966890780122,2
"McCurtain, Oklahoma",357.55340044134,3
"McDonald, Missouri",300,1
"McDonough, Illinois",171.593337194078,4
"McDowell, North Carolina",210.908806480892,3
"McDowell, West Virginia",207.611907263761,1
"McHenry, Illinois",321.002515128191,18
"McIntosh, Oklahoma",145.443366887337,1
"McKean, Pennsylvania",140,1
"McLean, Illinois",307.418104548008,10
"McLennan, Texas",221.620250727311,22
"McLeod, Minnesota",360,1
"McMinn, Tennessee",325,2
"McPherson, Kansas",307.205055421323,4
"Meade, Kentucky",150.12031109209,3
"Mecklenburg, North Carolina",293.830831791203,227
"Mecklenburg, Virginia",210.471757866352,3
"Mecosta, Michigan",254.16599368274,3
"Medina, Ohio",191.956642344043,2
"Medina, Texas",276.232535541954,200
"Meeker, Minnesota",129.029743086358,1
"Menard, Illinois",159.579301953944,3
"Mendocino, California",224.052625937076,85
"Menominee, Michigan",450,1
"Menominee, Wisconsin",300,1
"Merced, California",172.813337457659,99
"Mercer, Illinois",387.105595581823,2
"Mercer, Kentucky",168.114834971668,3
"Mercer, New Jersey",312.499484538856,44
"Mercer, Ohio",191.733527577311,3
"Mercer, Pennsylvania",374.882685962316,7
"Mercer, West Virginia",167.10379974507,3
"Meriwether, Georgia",230,2
"Merrimack, New Hampshire",292.806342024189,16
"Mesa, Colorado",222.11022857817,25
"Metcalfe, Kentucky",160,1
"Miami-Dade, Florida",265.700310306952,359
"Miami, Indiana",212.481550346876,6
"Miami, Kansas",390.036630338096,2
"Miami, Ohio",181.383848736887,4
"Middlesex, Massachusetts",309.514619429002,219
"Middlesex, New Jersey",312.386017269777,96
"Midland, Michigan",382.079438046989,8
"Midland, Texas",292.88345616382,21
"Mifflin, Pennsylvania",236.609743229188,1
"Miguel, New Mexico",266.729277073486,2
"Milam, Texas",249.392467859169,1
"Millard, Utah",250,1
"Mille Lacs, Minnesota",286.376295569184,3
"Mille, Minnesota",286.376295569184,3
"Miller, Arkansas",226.989515153806,6
"Miller, Missouri",303.294126346927,3
"Milwaukee, Wisconsin",282.167362877881,162
"Mineral, West Virginia",296.094124883316,3
"Miner, South Dakota",150,1
"Minnehaha, South Dakota",290.714058596497,18
"Missaukee, Michigan",160,2
"Mississippi, Arkansas",224.28585816043,4
"Missoula, Montana",240.890632548992,25
"Mitchell, Kansas",74.5903275746242,1
"Mobile, Alabama",271.870727906288,42
"Modoc, California",335.018622670105,6
"Mohave, Arizona",322.285318978276,20
"Moines, Iowa",380,1
"Monmouth, New Jersey",341.241344062201,89
"Mono, California",378.363062785685,2
"Monongalia, West Virginia",356.813926268964,43
"Monroe, Alabama",100,1
"Monroe, Florida",279.326183531062,4
"Monroe, Georgia",300,1
"Monroe, Illinois",290.98899918828,4
"Monroe, Indiana",279.824220948925,56
"Monroe, Kentucky",160.843190455811,1
"Monroe, Michigan",227.763221439444,17
"Monroe, Mississippi",226.006191398425,3
"Monroe, New York",274.368145878759,152
"Monroe, Pennsylvania",270.032526227001,10
"Monroe, Tennessee",247.882282870305,1
"Monroe, Wisconsin",178.463963974451,3
"Monterey, California",230.639885505894,169
"Montezuma, Colorado",233.530044062832,5
"Montgomery, Alabama",293.46210878515,27
"Montgomery, Illinois",266.325576534101,1
"Montgomery, Indiana",206.217695730755,4
"Montgomery, Iowa",300,1
"Montgomery, Kansas",158.641003571202,4
"Montgomery, Kentucky",402.40938687674,4
"Montgomery, Maryland",337.293718541333,122
"Montgomery, New York",321.666666666667,6
"Montgomery, Ohio",241.936097119283,81
"Montgomery, Pennsylvania",319.779673082988,95
"Montgomery, Tennessee",284.266213964792,19
"Montgomery, Texas",275.241472403793,427
"Montgomery, Virginia",335.496979287623,26
"Montmorency, Michigan",301.248990524109,2
"Montour, Pennsylvania",228.869914409729,2
"Montrose, Colorado",129.523407962335,3
"Moody, South Dakota",120,1
"Moore, North Carolina",349.869216920451,11
"Morehouse, Louisiana",79.7927800132094,2
"Morgan, Alabama",255.636643286622,5
"Morgan, Colorado",350,1
"Morgan, Georgia",102.859790203262,4
"Morgan, Illinois",250.248666916559,7
"Morgan, Indiana",211.835793350894,5
"Morgan, West Virginia",274.147109737057,2
"Morris, New Jersey",360.553108662035,69
"Morrow, Ohio",216.140278742039,3
"Morrow, Oregon",233.063681418125,2
"Moultrie, Illinois",87.1055955818229,1
"Mower, Minnesota",318.935683262542,4
"Muhlenberg, Kentucky",116.611313080463,2
"Multnomah, Oregon",210.500941005291,361
"Murray, Georgia",289.298951016309,1
"Muscatine, Iowa",230.998226651002,5
"Muscogee, Georgia",263.55201857405,27
"Muskegon, Michigan",330.776744786168,3
"Muskingum, Ohio",179.202365647012,8
